time,context,mean_forecast,quantile_0.1,quantile_0.2,quantile_0.3,quantile_0.4,quantile_0.5,quantile_0.6,quantile_0.7,quantile_0.8,quantile_0.9
817,,1027.5546875,547.7198486328125,705.8087158203125,817.1015625,919.7802124023438,1027.5546875,1136.055908203125,1262.16162109375,1465.994873046875,1874.6612548828125
818,,754.0592041015625,404.91015625,524.919677734375,605.9952392578125,680.431884765625,754.0592041015625,830.4638061523438,932.9305419921875,1082.3079833984375,1370.296142578125
819,,641.5106201171875,360.49658203125,451.7158203125,518.963623046875,579.710693359375,641.5106201171875,704.6616821289062,787.5257568359375,905.6911010742188,1124.8358154296875
820,,581.8785400390625,289.2852783203125,387.37890625,460.5042724609375,522.6038818359375,581.8785400390625,635.04150390625,695.5724487304688,783.093994140625,947.4484252929688
821,,513.8511962890625,247.5010986328125,338.468994140625,401.8306884765625,456.261474609375,513.8511962890625,569.0654296875,630.3743896484375,711.5955200195312,852.554443359375
822,,474.3824462890625,228.3203125,309.507080078125,367.874267578125,423.907958984375,474.3824462890625,515.4215087890625,560.7506103515625,636.250732421875,783.4913940429688
823,,394.05908203125,184.47412109375,254.0980224609375,307.169189453125,349.4168701171875,394.05908203125,438.438720703125,486.42919921875,556.49609375,679.9931030273438
824,,387.254150390625,178.14794921875,252.326171875,301.470458984375,346.0142822265625,387.254150390625,421.2471923828125,459.203369140625,521.484375,636.96826171875
825,,355.3101806640625,159.2882080078125,230.7645263671875,275.4908447265625,317.40625,355.3101806640625,391.10888671875,437.2369384765625,503.5684814453125,621.728515625
826,,322.6600341796875,127.7503662109375,200.972900390625,246.681884765625,285.257080078125,322.6600341796875,363.8927001953125,409.036865234375,477.4603271484375,597.96142578125
827,,321.586181640625,116.7135009765625,190.384521484375,243.9810791015625,286.0443115234375,321.586181640625,359.5504150390625,401.9710693359375,468.533203125,583.009521484375
828,,292.440185546875,79.3580322265625,163.6798095703125,215.918212890625,256.7100830078125,292.440185546875,324.2279052734375,366.243408203125,425.52099609375,534.7637939453125
829,,242.49609375,116.2869873046875,160.095947265625,187.6103515625,214.665771484375,242.49609375,268.5299072265625,302.58837890625,345.4317626953125,432.628662109375
830,,221.319580078125,98.1497802734375,145.21337890625,173.27392578125,197.9246826171875,221.319580078125,245.515380859375,274.2681884765625,318.260009765625,407.385986328125
831,,206.7625732421875,71.32666015625,118.480712890625,150.69775390625,178.8931884765625,206.7625732421875,231.53857421875,261.5411376953125,305.8165283203125,391.4188232421875
832,,191.9066162109375,60.56298828125,102.568359375,134.7327880859375,165.7113037109375,191.9066162109375,218.48095703125,248.320068359375,293.4444580078125,372.1083984375
833,,187.28857421875,52.238525390625,100.96875,132.367431640625,159.850830078125,187.28857421875,217.5552978515625,246.9005126953125,285.06640625,354.28125
834,,180.4493408203125,45.0758056640625,91.8258056640625,121.5823974609375,150.933349609375,180.4493408203125,207.8448486328125,239.475830078125,289.661376953125,371.6669921875
835,,191.2781982421875,69.193603515625,108.193115234375,137.5509033203125,162.596435546875,191.2781982421875,219.1492919921875,246.904541015625,290.6171875,368.0821533203125
836,,206.51904296875,70.437255859375,116.3809814453125,149.0963134765625,177.8681640625,206.51904296875,238.3521728515625,269.47265625,318.217041015625,400.2374267578125
837,,235.89794921875,91.3017578125,146.332763671875,180.3837890625,207.326416015625,235.89794921875,268.1009521484375,301.0570068359375,351.000244140625,430.74072265625
838,,295.53759765625,130.8704833984375,193.97119140625,230.7635498046875,265.091552734375,295.53759765625,321.802734375,355.8489990234375,404.083984375,488.45849609375
839,,332.8624267578125,168.1751708984375,231.3033447265625,272.832763671875,302.0963134765625,332.8624267578125,365.094970703125,403.68798828125,456.6937255859375,541.302734375
840,,388.0914306640625,214.0087890625,276.08447265625,317.92919921875,355.3436279296875,388.0914306640625,417.9744873046875,455.7574462890625,514.0521240234375,613.9031982421875
841,,453.7271728515625,281.424072265625,340.5611572265625,378.580078125,415.870849609375,453.7271728515625,491.572998046875,535.6947021484375,593.1982421875,688.1104736328125
842,,519.74365234375,323.4630126953125,394.4237060546875,444.643798828125,484.823486328125,519.74365234375,560.70849609375,600.7657470703125,658.4276733398438,759.9450073242188
843,,562.7843017578125,367.546875,433.0518798828125,483.0279541015625,524.9697265625,562.7843017578125,607.50439453125,651.9302978515625,715.1710205078125,823.5899658203125
844,,605.88671875,398.3515625,474.0242919921875,522.906494140625,564.5712890625,605.88671875,647.2093505859375,698.3788452148438,772.4741821289062,904.6793823242188
845,,752.0125122070312,439.45654296875,548.1177978515625,623.56396484375,689.4892578125,752.0125122070312,816.753173828125,878.0186157226562,962.737060546875,1139.2958984375
846,,781.2756958007812,477.53369140625,586.1370849609375,659.153564453125,723.8903198242188,781.2756958007812,836.8261108398438,890.0771484375,963.7034912109375,1122.1435546875
847,,810.4550170898438,495.7025146484375,602.7481689453125,682.6027221679688,750.0162353515625,810.4550170898438,874.3553466796875,946.9963989257812,1047.4334716796875,1238.9193115234375
848,,865.7188110351562,547.2239990234375,643.392578125,724.505859375,800.3187255859375,865.7188110351562,927.56201171875,989.9002685546875,1076.522705078125,1268.42431640625
849,,923.615478515625,589.3895263671875,703.2281494140625,786.7050170898438,855.429931640625,923.615478515625,998.3613891601562,1079.382568359375,1178.423583984375,1370.7130126953125
850,,976.5643310546875,589.026123046875,709.259521484375,797.4597778320312,887.3963623046875,976.5643310546875,1063.556884765625,1159.41796875,1288.4927978515625,1539.85546875
851,,1032.454833984375,642.61962890625,767.5482788085938,857.878662109375,945.469482421875,1032.454833984375,1128.195068359375,1249.2481689453125,1419.384765625,1751.0467529296875
852,,1063.140380859375,604.8341064453125,746.9905395507812,857.2954711914062,960.574951171875,1063.140380859375,1162.503662109375,1284.5994873046875,1475.1800537109375,1940.694091796875
853,,1048.716796875,606.0626220703125,742.3795776367188,843.4081420898438,943.9588012695312,1048.716796875,1160.2435302734375,1324.5523681640625,1605.9013671875,2315.780029296875
854,,1070.773681640625,583.6295166015625,706.533203125,821.5704956054688,944.6414184570312,1070.773681640625,1195.4686279296875,1351.10595703125,1646.3314208984375,2530.72265625
855,,1209.38232421875,590.6270751953125,744.1008911132812,877.5328979492188,1029.690185546875,1209.38232421875,1422.342041015625,1719.315185546875,2284.6103515625,3833.884765625
856,,1527.5440673828125,608.3082275390625,811.9832153320312,1011.3670043945312,1243.02294921875,1527.5440673828125,1902.792724609375,2408.57177734375,3303.845458984375,5664.26416015625
857,,1991.7109375,629.672119140625,877.2965698242188,1172.7515869140625,1520.5245361328125,1991.7109375,2686.888671875,3563.1357421875,4927.7333984375,7836.65380859375
858,,3176.55078125,763.6221313476562,1106.9271240234375,1613.0169677734375,2295.623046875,3176.55078125,4213.81591796875,5560.98486328125,7550.0537109375,10602.9755859375
859,,4659.466796875,860.534912109375,1432.638671875,2213.4130859375,3276.621337890625,4659.466796875,6213.81982421875,7720.52294921875,9886.2958984375,12675.87890625
860,,5758.87353515625,1032.728271484375,1780.525390625,2775.9609375,4001.60791015625,5758.87353515625,7555.3740234375,8986.01953125,11049.9384765625,13750.392578125
861,,5615.1142578125,1013.2352905273438,1684.9173583984375,2568.769775390625,3869.1962890625,5615.1142578125,7420.81982421875,9005.2001953125,10647.703125,13862.060546875
862,,4906.77392578125,1008.13818359375,1566.07470703125,2309.265625,3435.05517578125,4906.77392578125,6403.74658203125,7926.33935546875,9798.966796875,13252.0068359375
863,,4149.59228515625,970.91162109375,1504.05224609375,2206.350830078125,3089.9912109375,4149.59228515625,5351.51416015625,6681.91943359375,8419.412109375,11464.439453125
864,,3059.4248046875,892.1694946289062,1330.02001953125,1797.642578125,2339.091796875,3059.4248046875,4092.8505859375,5285.08935546875,6928.65234375,9818.5068359375
