time,context,mean_forecast,quantile_0.1,quantile_0.2,quantile_0.3,quantile_0.4,quantile_0.5,quantile_0.6,quantile_0.7,quantile_0.8,quantile_0.9
786,,299.0461730957031,113.96589660644531,174.10008239746094,219.19345092773438,259.5710754394531,299.0461730957031,343.1665344238281,396.23394775390625,480.3551330566406,655.982666015625
787,,297.3564758300781,114.41690063476562,174.67236328125,220.2235870361328,259.5335388183594,297.3564758300781,340.4083557128906,392.6972351074219,475.44921875,644.9386596679688
788,,300.4192199707031,113.22465515136719,175.40074157714844,221.02317810058594,261.02227783203125,300.4192199707031,344.84161376953125,399.6748046875,485.765625,658.3109741210938
789,,308.9685363769531,135.3334503173828,196.17877197265625,237.57354736328125,272.82586669921875,308.9685363769531,353.3625183105469,411.66033935546875,513.5850830078125,725.523193359375
790,,310.42413330078125,136.24771118164062,197.45608520507812,238.955810546875,274.277587890625,310.42413330078125,355.3746032714844,412.75335693359375,505.737548828125,690.418701171875
791,,317.2269287109375,148.40203857421875,209.09622192382812,249.97113037109375,283.9024658203125,317.2269287109375,358.6797790527344,413.8657531738281,507.0439453125,692.5487060546875
792,,334.8760986328125,155.71383666992188,216.7310028076172,259.2008361816406,296.47967529296875,334.8760986328125,382.2229919433594,442.5430603027344,541.6953735351562,731.5152587890625
793,,348.55572509765625,165.47442626953125,228.9642333984375,271.886962890625,309.2307434082031,348.55572509765625,396.60137939453125,455.987548828125,551.9331665039062,735.4617919921875
794,,355.9105224609375,175.79664611816406,239.3375244140625,281.10791015625,317.7554931640625,355.9105224609375,403.3298034667969,464.8442687988281,562.2470703125,736.5296020507812
795,,374.94580078125,181.01979064941406,247.83993530273438,293.40814208984375,333.32733154296875,374.94580078125,424.856689453125,489.166259765625,591.2493896484375,768.5833129882812
796,,405.1244812011719,199.83502197265625,269.275390625,317.38543701171875,360.256591796875,405.1244812011719,459.00689697265625,527.6427612304688,634.359375,818.6551513671875
797,,421.2763977050781,210.01278686523438,282.8504333496094,333.02545166015625,376.8538513183594,421.2763977050781,474.14105224609375,542.573486328125,650.7269287109375,838.127197265625
798,,429.49053955078125,227.6911163330078,297.06689453125,344.1799011230469,386.6994934082031,429.49053955078125,478.6410827636719,542.2933349609375,640.7689208984375,813.30224609375
799,,445.0467529296875,236.69482421875,308.3790283203125,357.4263610839844,400.7567138671875,445.0467529296875,495.19866943359375,559.8712158203125,662.0172729492188,838.9359130859375
800,,469.0081787109375,247.57223510742188,320.2566833496094,371.9678955078125,419.99713134765625,469.0081787109375,525.9645385742188,597.6183471679688,706.3765869140625,887.04833984375
801,,494.16668701171875,244.64691162109375,324.3419494628906,383.5564270019531,438.04931640625,494.16668701171875,558.9437255859375,640.7444458007812,762.6049194335938,966.6466064453125
802,,504.9744873046875,244.4514923095703,327.2617492675781,389.6391296386719,447.11065673828125,504.9744873046875,572.931884765625,657.4285888671875,786.6801147460938,996.9453125
803,,514.8778076171875,241.231689453125,328.97662353515625,394.1976623535156,453.3408203125,514.8778076171875,589.247802734375,682.1768798828125,820.6668701171875,1047.5069580078125
804,,531.1119995117188,246.2953338623047,335.73748779296875,403.1335144042969,465.8563537597656,531.1119995117188,610.0106201171875,709.8452758789062,854.2818603515625,1082.522705078125
805,,549.1796875,244.3435516357422,335.77813720703125,405.0859375,471.91900634765625,549.1796875,650.6285400390625,780.3958129882812,967.751220703125,1270.7491455078125
806,,497.3959655761719,219.98822021484375,305.2222595214844,368.7127380371094,429.13287353515625,497.3959655761719,583.516845703125,699.3111572265625,875.9959716796875,1155.275390625
807,,525.8173828125,222.7146759033203,314.8742980957031,384.7327575683594,450.8182373046875,525.8173828125,615.28369140625,731.9545288085938,908.5828857421875,1189.32861328125
808,,560.5086669921875,246.78167724609375,339.6065673828125,410.1523742675781,479.23907470703125,560.5086669921875,660.720703125,787.272216796875,977.3553466796875,1292.57373046875
809,,597.1672973632812,270.84954833984375,365.60791015625,439.55474853515625,513.2177124023438,597.1672973632812,698.437744140625,826.1295166015625,1022.45556640625,1338.926025390625
810,,609.054443359375,278.00775146484375,379.49945068359375,456.4111328125,529.165771484375,609.054443359375,707.9012451171875,831.4711303710938,1024.8507080078125,1336.3060302734375
811,,617.8916625976562,292.566162109375,394.1361999511719,470.34588623046875,542.1340942382812,617.8916625976562,710.7705078125,830.166259765625,1012.6026611328125,1293.7325439453125
812,,633.26611328125,310.9901428222656,409.64117431640625,484.11749267578125,556.1935424804688,633.26611328125,724.7474365234375,837.1536865234375,1004.2730712890625,1270.986328125
813,,627.0252075195312,316.1623229980469,413.09234619140625,485.69482421875,554.570556640625,627.0252075195312,712.9627075195312,821.8740234375,988.211181640625,1254.3221435546875
814,,607.4262084960938,306.08734130859375,402.1128845214844,471.19915771484375,536.976318359375,607.4262084960938,688.6539306640625,792.9871826171875,950.559326171875,1205.988037109375
815,,603.5764770507812,300.0675964355469,395.83660888671875,465.7342529296875,531.7409057617188,603.5764770507812,686.9598388671875,795.3135986328125,960.488525390625,1225.9901123046875
816,,615.866943359375,299.2776794433594,395.4351501464844,467.53582763671875,537.98974609375,615.866943359375,708.66650390625,827.4974365234375,1001.8096923828125,1272.2440185546875
817,,643.7481689453125,289.78521728515625,392.5008544921875,472.3873291015625,552.2379760742188,643.7481689453125,752.1587524414062,885.9970703125,1073.556884765625,1362.97900390625
818,,634.4375,274.9086608886719,379.9493713378906,462.73577880859375,544.6209106445312,634.4375,744.7528686523438,882.3121337890625,1085.1983642578125,1389.78759765625
819,,597.1209106445312,253.577880859375,355.0303039550781,433.18109130859375,509.99249267578125,597.1209106445312,710.196533203125,856.382568359375,1071.7218017578125,1404.3004150390625
820,,543.0013427734375,216.34033203125,313.11749267578125,387.76263427734375,461.4925537109375,543.0013427734375,645.457763671875,778.4070434570312,975.422607421875,1286.614990234375
821,,470.308837890625,179.46493530273438,271.35150146484375,339.9297790527344,404.3085021972656,470.308837890625,545.2621459960938,637.2884521484375,769.5768432617188,997.662353515625
822,,446.5506286621094,164.42308044433594,253.08871459960938,319.8949279785156,382.1392822265625,446.5506286621094,519.0350341796875,606.1409912109375,731.3795166015625,939.0162353515625
823,,426.470458984375,159.92176818847656,243.95169067382812,308.2464294433594,366.69085693359375,426.470458984375,493.18798828125,575.6279296875,695.65771484375,896.790771484375
824,,400.06915283203125,145.54368591308594,225.4942626953125,286.736572265625,342.43072509765625,400.06915283203125,465.32513427734375,544.9222412109375,662.01025390625,860.0918579101562
